Nussgipfel,2.9
Biberli,2
Kaegifret,2
Snickers,2
Mars,2
Chips,2
Bratwurst,5
Cervelat,4
Steak,8.5
Glace, 3.5
Glace, 3.2
Glace, 3.0
Glace, 2.5
Glace, 2.0
Glace, 1.5
Glace, 1.0
